train_loss,train_acc,val_loss,val_acc
0.6887460947036743,0.5,0.6891397833824158,0.5
1.0663827657699585,0.5,1.081033706665039,0.5
0.6776875853538513,0.5,0.6786472201347351,0.5
0.6903074383735657,0.505693793296814,0.6906759738922119,0.5073964595794678
0.6885764002799988,0.5202445983886719,0.6892969608306885,0.5118343234062195
0.6825463175773621,0.5139181613922119,0.6841385960578918,0.5088757276535034
0.6771076917648315,0.5139181613922119,0.6811662316322327,0.5088757276535034
0.6686380505561829,0.5288907885551453,0.673975944519043,0.5251479148864746
0.6695789098739624,0.5444959998130798,0.6741283535957336,0.5443786978721619
0.6455225944519043,0.5491353869438171,0.6547162532806396,0.5502958297729492
0.6619277596473694,0.5493462681770325,0.6807147860527039,0.5502958297729492
0.7202600240707397,0.5,0.7338898181915283,0.5
0.622399091720581,0.680303692817688,0.6363625526428223,0.6834319233894348
0.6326853632926941,0.6716575026512146,0.6493683457374573,0.6819526553153992
0.6321783065795898,0.6794601678848267,0.6463636755943298,0.6878698468208313
0.5944969654083252,0.6855757236480713,0.604491114616394,0.692307710647583
0.5910820364952087,0.6982285976409912,0.6000487208366394,0.6997041702270508
0.5895326733589172,0.6982285976409912,0.5979493856430054,0.6997041702270508
0.5695968866348267,0.6982285976409912,0.578302800655365,0.6997041702270508
0.5462696552276611,0.6982285976409912,0.5557155013084412,0.6997041702270508
0.5415065288543701,0.6982285976409912,0.551774799823761,0.6997041702270508
0.5499371290206909,0.6887389421463013,0.5611560940742493,0.6967455744743347
0.5397176742553711,0.6982285976409912,0.5512435436248779,0.6997041702270508
0.5289750695228577,0.6982285976409912,0.5393176674842834,0.6997041702270508
0.5313353538513184,0.6982285976409912,0.5391952395439148,0.6997041702270508
0.523612916469574,0.6982285976409912,0.5302938222885132,0.6997041702270508
0.5151995420455933,0.6982285976409912,0.5232061147689819,0.6997041702270508
0.5195152759552002,0.6952762603759766,0.5296542644500732,0.6908283829689026
0.5084803104400635,0.6952762603759766,0.5173255205154419,0.6908283829689026
0.5051510334014893,0.7361872792243958,0.5102837085723877,0.7144970297813416
0.5013501644134521,0.7623365521430969,0.505488395690918,0.7559171319007874
0.4934798777103424,0.7517924904823303,0.5018945932388306,0.7292899489402771
0.49063658714294434,0.7621256709098816,0.49771443009376526,0.7455621361732483
0.483654260635376,0.7678194642066956,0.48542577028274536,0.7869822382926941
0.4836907684803009,0.7707718014717102,0.48009300231933594,0.7884615659713745
0.47674471139907837,0.7699282765388489,0.47265779972076416,0.7884615659713745
0.4779461920261383,0.7676085829734802,0.4727085828781128,0.7914201021194458
0.47303539514541626,0.7724588513374329,0.4649202823638916,0.7884615659713745
0.47461673617362976,0.7690847516059875,0.4630298614501953,0.7869822382926941
0.47310787439346313,0.7711935639381409,0.4643622934818268,0.7914201021194458
0.4718590974807739,0.7716153264045715,0.46225810050964355,0.7914201021194458
0.46783387660980225,0.7680303454399109,0.4547032117843628,0.784023642539978
0.4675443172454834,0.7680303454399109,0.4535667300224304,0.784023642539978
0.46632155776023865,0.7720370888710022,0.45519009232521057,0.7825443744659424
0.4672096371650696,0.7760438919067383,0.456962525844574,0.7899408340454102
0.46308842301368713,0.7741459012031555,0.4498574137687683,0.784023642539978
0.46468156576156616,0.7661324143409729,0.4480729401111603,0.784023642539978
0.4632456600666046,0.7718262076377869,0.4468698501586914,0.7928994297981262
0.46104761958122253,0.7743567824363708,0.4475933313369751,0.7855029702186584
0.46089985966682434,0.775833010673523,0.44916221499443054,0.7884615659713745
0.45860782265663147,0.7747785449028015,0.4454862177371979,0.7899408340454102
0.45689353346824646,0.7733023762702942,0.44137707352638245,0.7884615659713745
0.4526369273662567,0.7754112482070923,0.4361783564090729,0.7869822382926941
0.4489162862300873,0.775833010673523,0.43249380588531494,0.7884615659713745
0.44542232155799866,0.7739350199699402,0.42802271246910095,0.7884615659713745
0.4367438554763794,0.7783635854721069,0.4167889356613159,0.7988165616989136
0.42900875210762024,0.775833010673523,0.4069134294986725,0.7943786978721619
0.42045173048973083,0.8009278774261475,0.3979014456272125,0.8210059404373169
0.41393083333969116,0.8321383595466614,0.3919520080089569,0.8491124510765076
0.40863215923309326,0.8312948346138,0.38488319516181946,0.8520709872245789
0.40684574842453003,0.8390974402427673,0.3797459006309509,0.8624260425567627
0.4064096510410309,0.8397300839424133,0.3795482814311981,0.8624260425567627
0.40563464164733887,0.8399409651756287,0.37864527106285095,0.8639053106307983
0.40298762917518616,0.8393083214759827,0.3725011944770813,0.8639053106307983
0.4001449942588806,0.836355984210968,0.36818987131118774,0.860946774482727
0.39874181151390076,0.8355124592781067,0.3672771155834198,0.8550295829772949
0.39908120036125183,0.8300295472145081,0.36650094389915466,0.8505917191505432
0.39950427412986755,0.8298186659812927,0.36832621693611145,0.8491124510765076
0.3989238739013672,0.8291860222816467,0.36865493655204773,0.8461538553237915
0.39740821719169617,0.8317165970802307,0.3664475381374359,0.8446745276451111
0.39610880613327026,0.833825409412384,0.3658241033554077,0.8491124510765076
0.39526376128196716,0.8342471718788147,0.3661590814590454,0.8491124510765076
0.3946947157382965,0.8342471718788147,0.3659326732158661,0.8491124510765076
0.3944677710533142,0.8348798155784607,0.3665603995323181,0.8461538553237915
0.39408057928085327,0.8380430340766907,0.3673654794692993,0.8535503149032593
0.3930250406265259,0.8374103903770447,0.3650420010089874,0.8535503149032593
0.39221957325935364,0.8336145281791687,0.3619641363620758,0.8520709872245789
0.39180728793144226,0.8302404284477234,0.3607533872127533,0.8476331233978271
0.39163222908973694,0.8296077847480774,0.3610946834087372,0.8476331233978271
0.3913904130458832,0.8279207348823547,0.36132293939590454,0.8461538553237915
0.391164630651474,0.8281316161155701,0.3611771762371063,0.8491124510765076
0.39074990153312683,0.8287642598152161,0.36084631085395813,0.8461538553237915
0.39053231477737427,0.8296077847480774,0.3606582581996918,0.8461538553237915
0.39034825563430786,0.8302404284477234,0.36049169301986694,0.8476331233978271
0.3901810348033905,0.8300295472145081,0.3610517978668213,0.8446745276451111
0.39009520411491394,0.831927478313446,0.36222273111343384,0.8431952595710754
0.3900805115699768,0.832560122013092,0.3628329634666443,0.8431952595710754
0.3899684250354767,0.8334036469459534,0.36238688230514526,0.8431952595710754
