n_hidden,n_layers,dropout,lr,bottleneck,train loss,train accuracy,val loss,val accuracy
16,1,0.0,0.01,True,0.5229395031929016,0.7170731425285339,0.5553908348083496,0.7068965435028076
16,1,0.0,0.01,False,0.5482348203659058,0.70243901014328,0.6047895550727844,0.7068965435028076
16,1,0.0,0.1,True,0.6947947144508362,0.5,0.6957944631576538,0.5
16,1,0.0,0.1,False,0.7726978063583374,0.5,0.7981925010681152,0.5
16,1,0.0,0.001,True,0.6206150650978088,0.5902438759803772,0.6381123661994934,0.5517241358757019
16,1,0.0,0.001,False,0.6604951620101929,0.5414634346961975,0.651218831539154,0.517241358757019
16,1,0.0,0.0001,True,0.6801559925079346,0.5365853905677795,0.6938658356666565,0.568965494632721
16,1,0.0,0.0001,False,0.8065113425254822,0.5,0.8348259925842285,0.5
16,1,0.3,0.01,True,0.6640512347221375,0.5902438759803772,0.662895143032074,0.6724137663841248
16,1,0.3,0.01,False,0.5215907692909241,0.7487804889678955,0.49528664350509644,0.8103448152542114
16,1,0.3,0.1,True,0.6982659101486206,0.5,0.7050307989120483,0.5
16,1,0.3,0.1,False,2.778552532196045,0.5,3.3548827171325684,0.5
16,1,0.3,0.001,True,0.7027392387390137,0.507317066192627,0.716474175453186,0.517241358757019
16,1,0.3,0.001,False,0.672307550907135,0.507317066192627,0.6862574815750122,0.5517241358757019
16,1,0.3,0.0001,True,0.7036135196685791,0.504878044128418,0.7177146673202515,0.5
16,1,0.3,0.0001,False,0.6876438856124878,0.507317066192627,0.6906818151473999,0.517241358757019
16,1,0.5,0.01,True,0.6566749215126038,0.6902438998222351,0.6547217965126038,0.7586206793785095
16,1,0.5,0.01,False,0.6614965200424194,0.6414633989334106,0.6645870804786682,0.5862069129943848
16,1,0.5,0.1,True,0.6925960779190063,0.507317066192627,0.7325109243392944,0.5
16,1,0.5,0.1,False,1.0563000440597534,0.5243902206420898,0.9473462104797363,0.517241358757019
16,1,0.5,0.001,True,0.6774379014968872,0.6121951341629028,0.6917303204536438,0.5517241358757019
16,1,0.5,0.001,False,1.0984023809432983,0.502439022064209,0.9195977449417114,0.5
16,1,0.5,0.0001,True,0.7698773741722107,0.504878044128418,0.7617470026016235,0.517241358757019
16,1,0.5,0.0001,False,0.7757582664489746,0.5170731544494629,0.7974874973297119,0.5517241358757019
16,1,0.8,0.01,True,0.6008515954017639,0.6512194871902466,0.6349571347236633,0.6379310488700867
16,1,0.8,0.01,False,0.6090303659439087,0.699999988079071,0.6415352821350098,0.6724137663841248
16,1,0.8,0.1,True,0.7319120168685913,0.5365853905677795,0.7427935600280762,0.48275861144065857
16,1,0.8,0.1,False,0.8817979693412781,0.5731707215309143,0.7205275893211365,0.568965494632721
16,1,0.8,0.001,True,0.7088118195533752,0.5951219797134399,0.7601273059844971,0.5344827771186829
16,1,0.8,0.001,False,0.7577462792396545,0.5902438759803772,0.9297763705253601,0.6034482717514038
16,1,0.8,0.0001,True,0.8084809184074402,0.6195122003555298,0.8618562817573547,0.6379310488700867
16,1,0.8,0.0001,False,0.7641493082046509,0.6414633989334106,0.8186565041542053,0.6551724076271057
16,2,0.0,0.01,True,0.5037165284156799,0.7609755992889404,0.472438246011734,0.7586206793785095
16,2,0.0,0.01,False,0.493085652589798,0.7658536434173584,0.5683385729789734,0.7413793206214905
16,2,0.0,0.1,True,0.6934688091278076,0.5,0.6934686899185181,0.5
16,2,0.0,0.1,False,1.0978423357009888,0.5,1.1745606660842896,0.5
16,2,0.0,0.001,True,0.6752809286117554,0.5195121765136719,0.6705765724182129,0.5517241358757019
16,2,0.0,0.001,False,0.6333518624305725,0.6439024209976196,0.6039918065071106,0.7068965435028076
16,2,0.0,0.0001,True,0.692467987537384,0.5097560882568359,0.6935309171676636,0.5
16,2,0.0,0.0001,False,0.6858161687850952,0.497560977935791,0.6812418103218079,0.5
16,2,0.3,0.01,True,0.5431790351867676,0.7463414669036865,0.48918774724006653,0.8275862336158752
16,2,0.3,0.01,False,0.5539066791534424,0.7341463565826416,0.5364143252372742,0.7931034564971924
16,2,0.3,0.1,True,0.7025932669639587,0.5,0.6998759508132935,0.5
16,2,0.3,0.1,False,0.6819306015968323,0.5,0.6807653307914734,0.5
16,2,0.3,0.001,True,0.6696920990943909,0.5975610017776489,0.6680198907852173,0.6206896305084229
16,2,0.3,0.001,False,0.7035304307937622,0.504878044128418,0.7088286280632019,0.5
16,2,0.3,0.0001,True,0.6873660087585449,0.5292682647705078,0.6918483972549438,0.6206896305084229
16,2,0.3,0.0001,False,0.8031149506568909,0.5,0.8098254203796387,0.5
16,2,0.5,0.01,True,0.6193126440048218,0.6902438998222351,0.6005637645721436,0.7413793206214905
16,2,0.5,0.01,False,0.6302270889282227,0.7268292903900146,0.6347588896751404,0.7413793206214905
16,2,0.5,0.1,True,0.9788375496864319,0.5,1.225890040397644,0.5
16,2,0.5,0.1,False,0.7131195068359375,0.5,0.711341917514801,0.5
16,2,0.5,0.001,True,0.6922221183776855,0.5341463685035706,0.7021746635437012,0.517241358757019
16,2,0.5,0.001,False,0.6687470078468323,0.6000000238418579,0.6361708045005798,0.568965494632721
16,2,0.5,0.0001,True,0.7214334011077881,0.5121951103210449,0.7099274396896362,0.5344827771186829
16,2,0.5,0.0001,False,0.6933701038360596,0.5829268097877502,0.6870312690734863,0.5862069129943848
16,2,0.8,0.01,True,0.6845568418502808,0.6756097674369812,0.6782073974609375,0.6551724076271057
16,2,0.8,0.01,False,0.8669971823692322,0.6219512224197388,0.7403949499130249,0.6379310488700867
16,2,0.8,0.1,True,0.6479455828666687,0.6195122003555298,0.6802756190299988,0.6896551847457886
16,2,0.8,0.1,False,1.1680335998535156,0.5512195229530334,1.2154797315597534,0.5517241358757019
16,2,0.8,0.001,True,0.7295911908149719,0.6195122003555298,0.786095380783081,0.6724137663841248
16,2,0.8,0.001,False,0.9443292617797852,0.5975610017776489,0.6604617834091187,0.6379310488700867
16,2,0.8,0.0001,True,0.7544332146644592,0.6390243768692017,0.8372518420219421,0.6379310488700867
16,2,0.8,0.0001,False,0.7242496609687805,0.6000000238418579,0.6776937246322632,0.6206896305084229
16,3,0.0,0.01,True,0.5099477767944336,0.7609755992889404,0.501778781414032,0.7931034564971924
16,3,0.0,0.01,False,0.5170289874076843,0.7536585330963135,0.5138720273971558,0.7931034564971924
16,3,0.0,0.1,True,0.6935588717460632,0.5,0.6935337781906128,0.5
16,3,0.0,0.1,False,0.7248272895812988,0.5,0.7272161245346069,0.5344827771186829
16,3,0.0,0.001,True,0.6373119354248047,0.5195121765136719,0.615271806716919,0.5517241358757019
16,3,0.0,0.001,False,0.6319655776023865,0.6146341562271118,0.6110408902168274,0.6724137663841248
16,3,0.0,0.0001,True,0.6829706430435181,0.5,0.6749229431152344,0.5
16,3,0.0,0.0001,False,0.6669982671737671,0.5682926774024963,0.6601024866104126,0.5862069129943848
16,3,0.3,0.01,True,0.6388980746269226,0.6170731782913208,0.6228453516960144,0.6551724076271057
16,3,0.3,0.01,False,0.6508553624153137,0.6853658556938171,0.654388964176178,0.6896551847457886
16,3,0.3,0.1,True,0.6929177045822144,0.5,0.6932187676429749,0.5
16,3,0.3,0.1,False,1.4518605470657349,0.5,1.3417253494262695,0.5
16,3,0.3,0.001,True,0.6931415796279907,0.5682926774024963,0.6937270164489746,0.5862069129943848
16,3,0.3,0.001,False,0.666377067565918,0.504878044128418,0.6800568699836731,0.6206896305084229
16,3,0.3,0.0001,True,0.6931787133216858,0.5682926774024963,0.6932044625282288,0.6034482717514038
16,3,0.3,0.0001,False,0.6900763511657715,0.5170731544494629,0.684256374835968,0.517241358757019
16,3,0.5,0.01,True,0.6631671190261841,0.6658536791801453,0.6549217700958252,0.7068965435028076
16,3,0.5,0.01,False,0.6937241554260254,0.6121951341629028,0.7258298397064209,0.6206896305084229
16,3,0.5,0.1,True,0.6929388046264648,0.5170731544494629,0.694882869720459,0.5
16,3,0.5,0.1,False,0.7332775592803955,0.5170731544494629,0.7053247690200806,0.5517241358757019
16,3,0.5,0.001,True,0.6870121359825134,0.6414633989334106,0.6976495981216431,0.6206896305084229
16,3,0.5,0.001,False,0.7339476943016052,0.5536585450172424,0.6739022731781006,0.568965494632721
16,3,0.5,0.0001,True,0.690538227558136,0.6853658556938171,0.6909749507904053,0.6206896305084229
16,3,0.5,0.0001,False,0.9100297093391418,0.5146341323852539,0.9156368970870972,0.5
16,3,0.8,0.01,True,0.7265766263008118,0.5317073464393616,0.6737372279167175,0.5862069129943848
16,3,0.8,0.01,False,0.8417876362800598,0.6341463327407837,0.7872595191001892,0.6551724076271057
16,3,0.8,0.1,True,0.7227569818496704,0.502439022064209,0.769361138343811,0.5
16,3,0.8,0.1,False,0.6719655990600586,0.5975610017776489,0.733161985874176,0.5344827771186829
16,3,0.8,0.001,True,0.7233138084411621,0.5902438759803772,0.984325647354126,0.5862069129943848
16,3,0.8,0.001,False,0.6821524500846863,0.6390243768692017,0.6609094738960266,0.7413793206214905
16,3,0.8,0.0001,True,0.715040922164917,0.5634146332740784,0.6894468665122986,0.5344827771186829
16,3,0.8,0.0001,False,0.7882943749427795,0.6463414430618286,1.0346670150756836,0.6724137663841248
16,4,0.0,0.01,True,0.5240299701690674,0.7463414669036865,0.4874975085258484,0.7586206793785095
16,4,0.0,0.01,False,0.5085299611091614,0.7682926654815674,0.5132990479469299,0.7931034564971924
16,4,0.0,0.1,True,0.6932049989700317,0.5,0.6931756734848022,0.5
16,4,0.0,0.1,False,2.1495587825775146,0.5,2.0740649700164795,0.5
16,4,0.0,0.001,True,0.6931472420692444,0.5,0.6931471824645996,0.5
16,4,0.0,0.001,False,0.6250792145729065,0.6585366129875183,0.5861973166465759,0.7586206793785095
16,4,0.0,0.0001,True,0.6935843229293823,0.507317066192627,0.6937435865402222,0.48275861144065857
16,4,0.0,0.0001,False,0.6803798079490662,0.5,0.6774982810020447,0.5
16,4,0.3,0.01,True,0.6699023246765137,0.6902438998222351,0.6487788558006287,0.7931034564971924
16,4,0.3,0.01,False,0.6954171657562256,0.497560977935791,0.6933159232139587,0.517241358757019
16,4,0.3,0.1,True,0.6575209498405457,0.5829268097877502,0.6564741730690002,0.6206896305084229
16,4,0.3,0.1,False,0.6998783946037292,0.5,0.7051677703857422,0.48275861144065857
16,4,0.3,0.001,True,0.6929495930671692,0.5268292427062988,0.6928990483283997,0.568965494632721
16,4,0.3,0.001,False,0.6768189668655396,0.5195121765136719,0.6711673736572266,0.517241358757019
16,4,0.3,0.0001,True,0.7020204663276672,0.5658536553382874,0.691544771194458,0.6034482717514038
16,4,0.3,0.0001,False,0.6906695365905762,0.5097560882568359,0.6992977857589722,0.5
16,4,0.5,0.01,True,0.6930801868438721,0.6073170900344849,0.6931293606758118,0.6551724076271057
16,4,0.5,0.01,False,0.6216784119606018,0.6658536791801453,0.590696394443512,0.6724137663841248
16,4,0.5,0.1,True,0.6943219304084778,0.5,0.6941758394241333,0.5
16,4,0.5,0.1,False,0.7220247387886047,0.507317066192627,0.7200210690498352,0.4655172526836395
16,4,0.5,0.001,True,0.6898544430732727,0.507317066192627,0.6897801160812378,0.43103447556495667
16,4,0.5,0.001,False,0.6868507266044617,0.5634146332740784,0.7099799513816833,0.5
16,4,0.5,0.0001,True,0.6930844187736511,0.5,0.693037748336792,0.5
16,4,0.5,0.0001,False,0.7015082836151123,0.5341463685035706,0.6885784864425659,0.517241358757019
16,4,0.8,0.01,True,0.689893901348114,0.5317073464393616,0.6904093027114868,0.568965494632721
16,4,0.8,0.01,False,0.6867451071739197,0.5878048539161682,0.6843153834342957,0.6724137663841248
16,4,0.8,0.1,True,0.7126455903053284,0.6170731782913208,0.9399275183677673,0.5862069129943848
16,4,0.8,0.1,False,0.699366569519043,0.5,0.6860215663909912,0.5
16,4,0.8,0.001,True,0.683854341506958,0.5682926774024963,0.6724039912223816,0.6206896305084229
16,4,0.8,0.001,False,1.4804962873458862,0.5804877877235413,0.8318883180618286,0.568965494632721
16,4,0.8,0.0001,True,0.6931006908416748,0.5536585450172424,0.6930986642837524,0.568965494632721
16,4,0.8,0.0001,False,0.6773232817649841,0.6317073106765747,0.6979053616523743,0.5862069129943848
16,5,0.0,0.01,True,0.6931472420692444,0.5,0.6931471824645996,0.5
16,5,0.0,0.01,False,0.5082448720932007,0.7487804889678955,0.4717588722705841,0.7931034564971924
16,5,0.0,0.1,True,0.6931472420692444,0.5,0.6931471824645996,0.5
16,5,0.0,0.1,False,0.6881598234176636,0.5,0.6896675229072571,0.5
16,5,0.0,0.001,True,0.6623280048370361,0.712195098400116,0.6600651144981384,0.6724137663841248
16,5,0.0,0.001,False,0.6635648608207703,0.502439022064209,0.6529873609542847,0.7241379022598267
16,5,0.0,0.0001,True,0.6899438500404358,0.5,0.6896112561225891,0.5
16,5,0.0,0.0001,False,0.6921411156654358,0.5,0.6921283602714539,0.5
16,5,0.3,0.01,True,0.6743149757385254,0.707317054271698,0.6669807434082031,0.7586206793785095
16,5,0.3,0.01,False,0.6562598943710327,0.7317073345184326,0.6788169741630554,0.7241379022598267
16,5,0.3,0.1,True,0.6925188899040222,0.5609756112098694,0.6930055022239685,0.517241358757019
16,5,0.3,0.1,False,0.6981452107429504,0.5,0.701046884059906,0.5
16,5,0.3,0.001,True,0.6931472420692444,0.5,0.6931471824645996,0.5
16,5,0.3,0.001,False,0.6933618187904358,0.5146341323852539,0.6863303184509277,0.5
16,5,0.3,0.0001,True,0.6920787692070007,0.5,0.6921770572662354,0.5
16,5,0.3,0.0001,False,0.6974537968635559,0.504878044128418,0.6966147422790527,0.5
16,5,0.5,0.01,True,0.6931472420692444,0.5,0.6931471824645996,0.5
16,5,0.5,0.01,False,0.7109788060188293,0.5804877877235413,0.7290410399436951,0.5862069129943848
16,5,0.5,0.1,True,0.692943274974823,0.5,0.6873035430908203,0.5
16,5,0.5,0.1,False,0.7663242816925049,0.5243902206420898,0.7817001342773438,0.5
16,5,0.5,0.001,True,0.6931408643722534,0.6536585092544556,0.6931477785110474,0.5862069129943848
